,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,SaleType,SaleCondition,SalePrice
632,20,RL,85.0,11900,Reg,Lvl,Inside,Gtl,NWAmes,1Fam,1Story,7,5,1977,1977,Hip,Plywood,Plywood,209.0,TA,Gd,CBlock,TA,No,ALQ,822,Unf,564,1386,TA,Y,SBrkr,1411,0,1411,0,2,0,3,1,TA,6,1,Attchd,1977.0,Fin,2,544,Y,192,0,0,WD,Other,82500
633,20,RL,80.0,9250,Reg,Lvl,Corner,Gtl,NAmes,1Fam,1Story,5,7,1954,2005,Gable,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,No,BLQ,480,Other,108,1056,TA,Y,SBrkr,1056,0,1056,0,1,0,3,1,TA,6,0,Attchd,1954.0,Unf,1,260,Y,390,0,0,WD,Normal,139400
634,90,RL,64.0,6979,Reg,Lvl,Inside,Gtl,OldTown,Duplex,SFoyer,6,5,1980,1980,Gable,Plywood,Plywood,0.0,TA,TA,CBlock,TA,No,GLQ,1056,Unf,0,1056,Gd,Y,SBrkr,1056,0,1056,2,0,0,0,2,TA,4,0,Detchd,1980.0,Unf,2,576,Y,264,56,0,WD,Normal,144000
635,190,RH,60.0,10896,Reg,Bnk,Inside,Gtl,SWISU,2fmCon,2.5Fin,6,7,1914,1995,Hip,VinylSd,VinylSd,0.0,Fa,TA,CBlock,TA,No,LwQ,256,Unf,1184,1440,Ex,Y,FuseA,1440,1440,3395,0,2,0,8,2,Fa,14,0,Attchd,2005.0,Unf,0,0,N,0,110,0,WD,Abnorml,200000
636,30,RM,51.0,6120,Reg,Lvl,Inside,Gtl,BrkSide,1Fam,1Story,2,3,1936,1950,Gable,AsbShng,AsbShng,0.0,Fa,Other,BrkTil,TA,No,Unf,0,Unf,264,264,Fa,N,FuseA,800,0,800,0,1,0,1,1,Fa,4,1,Attchd,2005.0,Unf,0,0,N,0,0,0,Other,Normal,60000
637,190,RM,50.0,6000,Reg,Lvl,Inside,Gtl,OldTown,2fmCon,1.5Fin,5,4,1954,1954,Gable,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,No,Unf,0,Unf,811,811,TA,Y,FuseA,811,576,1387,0,2,0,3,2,Gd,7,0,BuiltIn,1954.0,Unf,1,256,Y,0,0,0,WD,Normal,93000
638,30,RL,67.0,8777,Reg,Lvl,Inside,Gtl,Edwards,1Fam,1Story,5,7,1910,1950,Gable,MetalSd,Wd Sdng,0.0,TA,TA,CBlock,Fa,No,Unf,0,Unf,796,796,Gd,Y,FuseA,796,0,796,0,1,0,2,1,TA,4,0,Attchd,2005.0,Unf,0,0,P,328,0,164,WD,Normal,85000
639,120,RL,53.0,3982,Reg,Lvl,Inside,Gtl,Blmngtn,TwnhsE,1Story,8,5,2006,2006,Hip,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,Av,GLQ,1154,Unf,366,1520,Ex,Y,SBrkr,1567,0,1567,1,2,0,1,1,Ex,7,1,Attchd,2006.0,Fin,3,648,Y,312,0,0,New,Partial,264561
640,120,RL,62.0,12677,IR1,Lvl,Inside,Gtl,NridgHt,TwnhsE,1Story,8,5,2003,2004,Hip,MetalSd,MetalSd,472.0,Ex,TA,PConc,Ex,Gd,GLQ,1218,Unf,300,1518,Ex,Y,SBrkr,1518,0,1518,0,1,1,1,1,Ex,6,1,Attchd,2003.0,RFn,2,588,Y,185,140,0,WD,Normal,274000
641,60,FV,69.0,7050,Reg,Lvl,Inside,Gtl,Somerst,1Fam,2Story,7,5,2001,2001,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,No,GLQ,738,Unf,319,1057,Ex,Y,SBrkr,1057,872,1929,1,2,1,3,1,Gd,7,1,Attchd,2001.0,Fin,2,650,Y,0,235,0,WD,Normal,226000
642,80,RL,75.0,13860,Reg,Lvl,Inside,Gtl,NAmes,1Fam,SLvl,8,7,1972,1995,Gable,Plywood,Wd Sdng,0.0,Gd,TA,CBlock,Gd,Gd,GLQ,1410,Unf,542,1952,Gd,Y,SBrkr,2000,704,2704,1,2,1,4,1,Ex,9,3,Attchd,1972.0,Fin,2,538,Y,269,111,0,WD,Normal,345000
643,60,RL,80.0,10793,Reg,Lvl,Inside,Gtl,NWAmes,1Fam,2Story,5,5,1969,1969,Mansard,WdShing,HdBoard,263.0,TA,TA,CBlock,TA,No,Rec,493,Other,0,780,Ex,Y,SBrkr,780,840,1620,0,2,1,4,1,TA,7,0,Attchd,1969.0,Fin,2,462,Y,208,0,0,WD,Normal,152000
644,20,FV,85.0,9187,Reg,Lvl,Inside,Gtl,Somerst,1Fam,1Story,9,5,2009,2009,Gable,CemntBd,CmentBd,162.0,Ex,TA,PConc,Ex,Mn,GLQ,1121,Unf,645,1766,Ex,Y,SBrkr,1766,0,1766,1,2,1,2,1,Ex,7,1,Attchd,2009.0,Fin,3,478,Y,195,130,0,New,Partial,370878
645,20,RL,69.0,10530,IR1,Lvl,Corner,Gtl,NAmes,1Fam,1Story,6,5,1971,1971,Hip,Plywood,Plywood,0.0,TA,TA,CBlock,TA,No,ALQ,282,Other,664,981,TA,Y,SBrkr,981,0,981,1,1,1,3,1,TA,5,0,Detchd,1979.0,Unf,2,576,Y,0,312,40,WD,Normal,143250
646,20,RL,60.0,7200,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,5,5,1950,1950,Hip,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,No,Unf,0,Unf,0,0,Gd,Y,SBrkr,1048,0,1048,0,1,0,3,1,TA,7,0,Detchd,1950.0,Unf,2,420,Y,0,27,0,WD,Normal,98300
647,20,RL,85.0,10452,IR1,Lvl,Inside,Gtl,Edwards,1Fam,1Story,6,5,1953,1953,Hip,Wd Sdng,Wd Sdng,216.0,TA,TA,CBlock,TA,Mn,Rec,500,Unf,594,1094,Ex,Y,SBrkr,1094,0,1094,0,1,0,3,1,TA,5,2,Attchd,1953.0,RFn,2,495,Y,0,0,0,WD,Normal,155000
648,60,RL,70.0,7700,Reg,Lvl,Inside,Gtl,NAmes,1Fam,2Story,6,5,1966,1966,Gable,MetalSd,MetalSd,351.0,TA,TA,CBlock,TA,No,Unf,0,Unf,756,756,TA,Y,SBrkr,1051,788,1839,0,1,1,4,1,TA,7,1,Attchd,1966.0,Unf,2,442,Y,0,124,216,WD,Normal,155000
649,180,RM,21.0,1936,Reg,Lvl,Inside,Gtl,MeadowV,Twnhs,SFoyer,4,6,1970,1970,Gable,CemntBd,CmentBd,0.0,TA,TA,CBlock,Gd,Av,BLQ,131,Other,0,630,Gd,Y,SBrkr,630,0,630,1,1,0,1,1,TA,3,0,Attchd,2005.0,Unf,0,0,Y,0,0,0,WD,Normal,84500
650,60,FV,65.0,8125,Reg,Lvl,Inside,Gtl,Somerst,1Fam,2Story,7,6,2007,2007,Gable,CemntBd,CmentBd,0.0,Gd,TA,PConc,Gd,No,Unf,0,Unf,813,813,Ex,Y,SBrkr,822,843,1665,0,2,1,3,1,Gd,7,0,Attchd,2007.0,RFn,2,562,Y,0,0,0,WD,Normal,205950
651,70,RL,60.0,9084,Reg,Lvl,Inside,Gtl,Edwards,1Fam,2Story,4,5,1940,1950,Gable,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,Mn,Unf,0,Unf,755,755,TA,Y,SBrkr,755,755,1510,1,1,0,4,1,TA,7,1,Detchd,1940.0,Unf,1,296,P,120,0,0,WD,Normal,108000
652,60,RL,70.0,8750,Reg,Lvl,Inside,Gtl,CollgCr,1Fam,2Story,7,5,1996,1996,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,No,Unf,0,Unf,880,880,Ex,Y,SBrkr,909,807,1716,0,2,1,2,1,Gd,7,1,Attchd,1996.0,RFn,2,512,Y,0,120,0,WD,Normal,191000
653,50,RM,60.0,10320,Reg,Lvl,Inside,Gtl,IDOTRR,1Fam,1.5Fin,6,7,1906,1995,Gable,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,No,Unf,0,Unf,756,756,Ex,Y,SBrkr,756,713,1469,0,1,0,3,1,TA,7,0,Detchd,1906.0,Unf,1,216,Y,57,0,239,WD,Normal,135000
654,20,RL,91.0,10437,IR1,Lvl,Inside,Gtl,NoRidge,1Fam,1Story,8,6,1995,1995,Hip,MetalSd,MetalSd,660.0,Gd,Gd,PConc,Gd,Gd,GLQ,1696,Unf,413,2109,Ex,Y,SBrkr,2113,0,2113,1,2,1,2,1,Gd,7,1,Attchd,1995.0,Fin,3,839,Y,236,46,0,WD,Normal,350000
655,160,RM,21.0,1680,Reg,Lvl,Inside,Gtl,BrDale,Twnhs,2Story,6,5,1971,1971,Gable,HdBoard,ImStucc,381.0,TA,TA,CBlock,TA,No,Unf,0,Unf,525,525,TA,Y,SBrkr,525,567,1092,0,1,1,3,1,TA,6,0,Detchd,1971.0,Unf,1,264,Y,0,0,0,WD,Other,88000
656,20,RL,72.0,10007,IR1,Lvl,Inside,Gtl,NAmes,1Fam,1Story,5,7,1959,2006,Gable,HdBoard,HdBoard,54.0,Gd,TA,CBlock,TA,No,ALQ,806,Unf,247,1053,Ex,Y,SBrkr,1053,0,1053,1,1,1,3,1,Gd,5,0,Attchd,1959.0,RFn,1,312,Y,0,0,0,WD,Normal,145500
657,70,RL,60.0,7200,Reg,HLS,Inside,Mod,Crawfor,1Fam,2Story,7,6,1931,2000,Gable,Stucco,Wd Shng,0.0,TA,Other,BrkTil,Gd,No,Unf,0,Unf,776,776,TA,Y,SBrkr,851,651,1502,0,1,1,3,1,TA,6,1,Attchd,1931.0,RFn,1,270,P,0,0,112,WD,Normal,149000
658,50,RL,78.0,17503,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1.5Fin,6,5,1948,1950,Gable,VinylSd,VinylSd,0.0,TA,TA,CBlock,TA,No,Unf,0,Unf,912,912,TA,Y,SBrkr,912,546,1458,0,1,0,3,1,TA,6,1,Attchd,1948.0,Unf,1,330,Y,192,0,0,WD,Abnorml,97500
659,20,RL,75.0,9937,Reg,Lvl,Corner,Gtl,Edwards,1Fam,1Story,5,7,1964,1999,Hip,MetalSd,MetalSd,0.0,TA,Gd,PConc,TA,No,BLQ,637,Unf,849,1486,Ex,Y,SBrkr,1486,0,1486,1,1,0,3,1,TA,7,0,Detchd,1968.0,Fin,2,480,Y,0,0,0,WD,Normal,167000
660,60,RL,69.0,12384,Reg,Lvl,CulDSac,Gtl,NWAmes,1Fam,2Story,7,7,1976,1976,Gable,Plywood,Plywood,233.0,TA,TA,CBlock,Gd,No,Unf,0,Unf,793,793,TA,Y,SBrkr,1142,793,1935,0,2,1,3,1,TA,7,1,Attchd,1976.0,RFn,2,550,Y,0,113,252,WD,Normal,197900
661,60,RL,52.0,46589,IR2,Lvl,CulDSac,Gtl,NoRidge,1Fam,2Story,8,7,1994,2005,Hip,VinylSd,VinylSd,528.0,Gd,TA,PConc,Gd,No,GLQ,1361,Other,88,1629,Ex,Y,SBrkr,1686,762,2448,1,2,1,4,1,Gd,8,1,Attchd,1994.0,RFn,3,711,Y,517,76,0,WD,Normal,402000
662,20,RL,120.0,13560,Reg,Lvl,Corner,Gtl,NAmes,1Fam,1Story,6,3,1968,1968,Hip,Wd Sdng,Wd Sdng,216.0,TA,TA,CBlock,Fa,No,Unf,0,Unf,1392,1392,Gd,Y,SBrkr,1392,0,1392,1,1,0,2,1,TA,5,2,Attchd,1968.0,RFn,2,576,Y,0,0,240,WD,Normal,110000
663,85,RL,90.0,10012,Reg,Lvl,Inside,Gtl,Edwards,1Fam,SFoyer,4,5,1972,1972,Gable,Plywood,Plywood,0.0,TA,TA,CBlock,Gd,Av,BLQ,920,Other,38,1138,TA,Y,SBrkr,1181,0,1181,1,2,0,3,1,TA,6,0,Detchd,1974.0,RFn,2,588,Y,0,0,180,WD,Normal,137500
664,20,RL,49.0,20896,IR2,Lvl,CulDSac,Gtl,Somerst,1Fam,1Story,8,5,2005,2006,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Ex,Mn,GLQ,1721,Unf,356,2077,Ex,Y,SBrkr,2097,0,2097,1,1,1,1,1,Ex,8,1,Attchd,2005.0,Fin,3,1134,Y,192,267,0,New,Partial,423000
665,60,RL,106.0,11194,IR1,Lvl,Corner,Gtl,Gilbert,1Fam,2Story,8,5,2000,2000,Gable,VinylSd,VinylSd,40.0,Gd,TA,PConc,Gd,No,Unf,0,Unf,1406,1406,Ex,Y,SBrkr,1454,482,1936,0,2,1,3,1,Gd,7,1,Attchd,2000.0,RFn,2,504,Y,188,124,0,WD,Normal,230500
666,60,RL,69.0,18450,IR1,Lvl,Inside,Gtl,NAmes,1Fam,2Story,6,5,1965,1979,Flat,Plywood,Plywood,113.0,TA,Gd,CBlock,Gd,No,LwQ,187,Other,111,1021,TA,Y,SBrkr,1465,915,2380,0,2,1,3,1,TA,7,1,CarPort,1965.0,Unf,2,596,Y,0,265,0,WD,Abnorml,129000
667,20,RL,65.0,8125,Reg,Lvl,Inside,Gtl,SawyerW,1Fam,1Story,6,5,1994,1998,Gable,HdBoard,HdBoard,258.0,TA,TA,PConc,Gd,No,GLQ,1138,Unf,270,1408,Ex,Y,SBrkr,1679,0,1679,1,2,0,3,1,Gd,7,1,Attchd,1994.0,RFn,2,575,Y,224,42,0,WD,Normal,193500
668,20,RL,69.0,14175,Reg,Bnk,Corner,Mod,Sawyer,1Fam,1Story,5,6,1956,1987,Gable,CemntBd,Wd Sdng,0.0,TA,TA,CBlock,TA,No,Rec,988,Unf,200,1188,Gd,Y,SBrkr,1437,0,1437,1,1,1,3,1,TA,6,1,Detchd,1999.0,Unf,2,576,Y,304,0,0,WD,Normal,168000
669,30,RL,80.0,11600,Reg,Lvl,Inside,Gtl,Crawfor,1Fam,1Story,4,5,1922,1950,Gable,MetalSd,MetalSd,0.0,TA,TA,BrkTil,Fa,No,Unf,0,Unf,700,700,Ex,Y,SBrkr,1180,0,1180,0,1,0,2,1,Fa,5,1,Detchd,1922.0,Unf,1,252,Y,0,0,67,WD,Normal,137500
670,60,RL,64.0,8633,Reg,Lvl,FR2,Gtl,CollgCr,1Fam,2Story,6,5,2005,2005,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,No,GLQ,193,Unf,545,738,Ex,Y,SBrkr,738,738,1476,1,2,1,3,1,Gd,7,0,Attchd,2005.0,Fin,2,540,Y,100,35,0,WD,Normal,173500
671,70,RH,54.0,6629,Reg,Lvl,Inside,Gtl,Edwards,1Fam,2Story,6,6,1925,1950,Gambrel,Wd Sdng,Wd Sdng,0.0,TA,Gd,BrkTil,TA,No,BLQ,551,Unf,121,672,TA,N,SBrkr,697,672,1369,1,2,0,3,1,TA,6,0,Detchd,1930.0,Unf,1,300,Y,147,0,0,WD,Normal,103600
672,20,RL,69.0,11250,IR1,Lvl,Inside,Gtl,Veenker,1Fam,1Story,6,6,1977,1977,Gable,Plywood,Plywood,0.0,Gd,TA,CBlock,Gd,No,ALQ,767,Unf,441,1208,TA,Y,SBrkr,1208,0,1208,1,1,1,3,1,TA,6,1,Attchd,1977.0,RFn,2,546,Y,198,42,0,WD,Normal,165000
673,20,RL,110.0,14442,Reg,Lvl,Inside,Gtl,Crawfor,1Fam,1Story,6,7,1957,2004,Hip,CemntBd,CmentBd,106.0,TA,TA,PConc,TA,No,GLQ,1186,Unf,291,1477,Ex,Y,SBrkr,1839,0,1839,1,2,0,3,1,Gd,7,2,Attchd,1957.0,Fin,2,416,Y,0,87,0,WD,Normal,257500
674,20,RL,80.0,9200,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,6,6,1965,1965,Gable,HdBoard,HdBoard,0.0,TA,TA,CBlock,TA,No,Rec,892,Unf,244,1136,TA,Y,SBrkr,1136,0,1136,1,1,0,3,1,TA,5,1,Attchd,1965.0,RFn,1,384,Y,426,0,0,WD,Normal,140000
675,160,RL,24.0,2289,Reg,Lvl,Inside,Gtl,NPkVill,Twnhs,2Story,6,6,1978,1978,Gable,Plywood,Brk Cmn,0.0,TA,TA,CBlock,TA,No,ALQ,311,Unf,544,855,TA,Y,SBrkr,855,586,1441,0,2,1,3,1,TA,7,1,Attchd,1978.0,Unf,2,440,Y,28,0,0,WD,Normal,148500
676,70,RM,60.0,9600,Reg,Lvl,Inside,Gtl,OldTown,1Fam,2Story,4,2,1900,1950,Gable,AsbShng,Stucco,0.0,TA,TA,BrkTil,TA,No,Unf,0,Unf,1095,1095,Fa,N,SBrkr,1095,679,1774,1,2,0,4,2,TA,8,0,2Types,1920.0,Unf,3,779,N,0,0,90,WD,Normal,87000
677,30,RL,52.0,9022,Reg,Lvl,Inside,Gtl,OldTown,1Fam,1Story,5,8,1924,2006,Gable,VinylSd,VinylSd,0.0,Gd,TA,BrkTil,TA,No,Unf,0,Unf,768,768,Ex,Y,SBrkr,792,0,792,0,1,0,2,1,Gd,5,0,Detchd,1924.0,Unf,1,240,N,316,0,120,WD,Normal,109500
678,20,RL,80.0,11844,IR1,Lvl,Inside,Gtl,StoneBr,1Fam,1Story,8,5,2008,2008,Hip,VinylSd,VinylSd,464.0,Gd,TA,PConc,Ex,Mn,Unf,0,Unf,2046,2046,Ex,Y,SBrkr,2046,0,2046,0,2,1,3,1,Gd,7,1,Attchd,2008.0,Fin,3,834,Y,322,82,0,New,Partial,372500
679,20,RL,69.0,9945,IR1,Lvl,Inside,Gtl,Sawyer,1Fam,1Story,5,5,1961,1961,Hip,Wd Sdng,Wd Sdng,57.0,TA,TA,CBlock,TA,No,Rec,827,Unf,161,988,TA,Y,SBrkr,988,0,988,1,1,0,3,1,TA,5,0,Detchd,1963.0,Unf,2,572,Y,0,0,0,WD,Normal,128500
680,120,RL,50.0,8012,Reg,Lvl,Inside,Gtl,SawyerW,TwnhsE,1Story,6,5,1980,1980,Gable,Plywood,Plywood,0.0,TA,TA,CBlock,Gd,No,BLQ,543,Other,261,923,TA,Y,SBrkr,923,0,923,0,2,0,2,1,TA,5,1,Attchd,1980.0,RFn,1,264,Y,80,0,0,WD,Normal,143000
681,50,RH,55.0,4500,IR2,Bnk,Inside,Gtl,SWISU,1Fam,1.5Fin,5,5,1932,2000,Gable,VinylSd,Stucco,0.0,TA,TA,BrkTil,TA,No,Rec,182,Unf,611,793,Ex,Y,SBrkr,848,672,1520,0,1,0,3,1,TA,6,0,Detchd,1968.0,Unf,1,281,Y,0,0,56,WD,Abnorml,159434
682,120,RL,69.0,2887,Reg,HLS,Inside,Gtl,ClearCr,1Fam,1Story,6,5,1996,1997,Gable,Wd Sdng,Wd Sdng,0.0,TA,TA,PConc,Gd,Mn,GLQ,1003,Unf,288,1291,Ex,Y,SBrkr,1291,0,1291,1,1,0,2,1,Gd,6,1,Attchd,1996.0,Unf,2,431,Y,307,0,0,WD,Normal,173000
683,20,RL,90.0,11248,IR1,Lvl,Corner,Gtl,CollgCr,1Fam,1Story,9,5,2002,2002,Hip,VinylSd,VinylSd,215.0,Gd,TA,PConc,Gd,Av,GLQ,1059,Unf,567,1626,Ex,Y,SBrkr,1668,0,1668,1,2,0,3,1,Gd,7,1,Attchd,2002.0,Fin,3,702,Y,257,45,0,WD,Normal,285000
684,60,RL,58.0,16770,IR2,Lvl,CulDSac,Gtl,NoRidge,1Fam,2Story,7,5,1998,1998,Gable,VinylSd,VinylSd,30.0,Gd,TA,PConc,Gd,No,Unf,0,Unf,1195,1195,Gd,Y,SBrkr,1195,644,1839,0,2,1,4,1,TA,7,0,Attchd,1998.0,Fin,2,486,Y,0,81,0,WD,Normal,221000
685,160,RL,69.0,5062,IR1,Lvl,CulDSac,Gtl,StoneBr,TwnhsE,2Story,7,5,1984,1984,Gable,HdBoard,HdBoard,0.0,Gd,TA,CBlock,Gd,Mn,GLQ,828,Other,180,1190,Gd,Y,SBrkr,1190,900,2090,1,2,0,3,1,Gd,6,1,Attchd,1984.0,Fin,2,577,Y,219,0,0,WD,Normal,207500
686,60,FV,84.0,10207,Reg,Lvl,Inside,Gtl,Somerst,1Fam,2Story,7,6,2007,2007,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,No,Unf,0,Unf,874,874,Ex,Y,SBrkr,874,887,1761,0,3,0,3,1,Gd,7,0,Attchd,2007.0,Fin,2,578,Y,144,105,0,New,Partial,227875
687,160,FV,69.0,5105,IR2,Lvl,FR2,Gtl,Somerst,TwnhsE,2Story,7,5,2004,2004,Gable,MetalSd,MetalSd,0.0,Gd,TA,PConc,Gd,No,GLQ,239,Unf,312,551,Ex,Y,SBrkr,551,551,1102,0,2,1,2,1,Gd,4,0,Detchd,2004.0,Unf,2,480,Y,0,60,0,WD,Normal,148800
688,20,RL,60.0,8089,Reg,HLS,Inside,Gtl,StoneBr,1Fam,1Story,8,6,2007,2007,Gable,MetalSd,MetalSd,0.0,Gd,TA,PConc,Gd,Av,GLQ,945,Unf,474,1419,Ex,Y,SBrkr,1419,0,1419,1,2,0,2,1,Gd,7,1,Attchd,2007.0,RFn,2,567,Y,140,0,0,New,Partial,392000
689,120,RL,61.0,7577,IR1,Lvl,Corner,Gtl,NridgHt,TwnhsE,1Story,6,5,2005,2006,Gable,VinylSd,VinylSd,256.0,Gd,TA,PConc,Gd,Av,ALQ,20,Unf,1342,1362,Ex,Y,SBrkr,1362,0,1362,0,2,0,2,1,Gd,6,1,Attchd,2005.0,RFn,2,460,Y,192,28,0,WD,Normal,194700
690,120,RM,69.0,4426,Reg,Lvl,Inside,Gtl,CollgCr,TwnhsE,1Story,6,5,2004,2004,Gable,VinylSd,VinylSd,147.0,Gd,TA,PConc,Gd,Gd,GLQ,697,Unf,151,848,Ex,Y,SBrkr,848,0,848,1,1,0,1,1,Gd,3,1,Attchd,2004.0,RFn,2,420,Y,149,0,0,WD,Normal,141000
691,60,RL,104.0,21535,IR1,Lvl,Corner,Gtl,NoRidge,1Fam,2Story,10,6,1994,1995,Gable,HdBoard,HdBoard,1170.0,Ex,TA,PConc,Ex,Gd,GLQ,1455,Unf,989,2444,Ex,Y,SBrkr,2444,1872,4316,0,3,1,4,1,Ex,10,2,Attchd,1994.0,Fin,3,832,Y,382,50,0,WD,Normal,755000
692,60,RL,42.0,26178,IR1,Lvl,Inside,Mod,Timber,1Fam,2Story,7,5,1989,1990,Hip,MetalSd,MetalSd,293.0,Gd,TA,PConc,Gd,Gd,GLQ,965,Unf,245,1210,Ex,Y,SBrkr,1238,1281,2519,1,2,1,4,1,Gd,9,2,Attchd,1989.0,RFn,2,628,Y,320,27,0,WD,Normal,335000
693,30,RL,60.0,5400,Reg,Lvl,Corner,Sev,OldTown,1Fam,1Story,5,6,1921,1968,Gable,MetalSd,MetalSd,0.0,TA,TA,BrkTil,TA,No,Unf,0,Unf,1073,1073,Ex,Y,SBrkr,1073,0,1073,0,1,0,2,1,TA,4,0,Detchd,1968.0,Unf,1,326,Y,0,0,112,WD,Abnorml,108480
694,50,RM,51.0,6120,Reg,Lvl,Corner,Gtl,BrkSide,1Fam,1.5Fin,5,6,1936,1950,Gable,Wd Sdng,Wd Sdng,0.0,TA,Other,BrkTil,TA,No,Unf,0,Unf,927,927,TA,Y,SBrkr,1067,472,1539,0,1,1,3,1,TA,5,0,Detchd,1995.0,Unf,2,576,Y,112,0,0,WD,Normal,141500
695,20,RL,54.0,13811,IR1,Lvl,Inside,Gtl,Timber,1Fam,1Story,6,6,1987,1987,Gable,HdBoard,HdBoard,72.0,TA,TA,CBlock,Gd,No,GLQ,980,Other,92,1112,Gd,Y,SBrkr,1137,0,1137,1,2,0,2,1,Gd,5,1,Attchd,1987.0,Unf,2,551,Y,125,0,0,WD,Normal,176000
696,30,RM,50.0,6000,Reg,Lvl,Inside,Gtl,BrkSide,1Fam,1Story,5,7,1921,1950,Gable,Wd Sdng,Wd Shng,0.0,TA,TA,CBlock,TA,No,LwQ,616,Unf,0,616,Gd,Y,SBrkr,616,0,616,0,1,0,2,1,TA,4,0,Detchd,1921.0,Unf,1,205,Y,0,0,129,WD,Normal,89000
697,20,RL,57.0,6420,IR1,Lvl,Inside,Gtl,Edwards,1Fam,1Story,5,7,1952,1952,Gable,Wd Sdng,Wd Sdng,0.0,TA,TA,PConc,Ex,Mn,LwQ,210,Other,219,980,Fa,Y,FuseA,1148,0,1148,0,1,0,2,1,TA,6,0,Detchd,1952.0,Unf,1,308,Y,0,0,0,WD,Normal,123500
698,20,RL,65.0,8450,Reg,Lvl,Inside,Gtl,Sawyer,1Fam,1Story,5,8,1965,2009,Gable,MetalSd,MetalSd,0.0,TA,Gd,CBlock,TA,No,GLQ,553,Other,224,894,Ex,Y,SBrkr,894,0,894,1,1,0,3,1,TA,5,1,Detchd,1973.0,Unf,1,336,Y,416,144,0,WD,Normal,138500
699,120,FV,59.0,4282,IR2,Lvl,Inside,Gtl,Somerst,TwnhsE,1Story,7,5,2004,2004,Gable,MetalSd,MetalSd,0.0,Gd,TA,PConc,Gd,Mn,GLQ,16,Unf,1375,1391,Ex,Y,SBrkr,1391,0,1391,0,2,0,2,1,Gd,5,0,Attchd,2004.0,RFn,2,530,Y,156,158,0,WD,Normal,196000
700,20,RL,85.0,14331,Reg,Lvl,Inside,Gtl,Timber,1Fam,1Story,8,5,2002,2002,Hip,VinylSd,VinylSd,630.0,Gd,TA,PConc,Ex,Gd,GLQ,1274,Unf,526,1800,Ex,Y,SBrkr,1800,0,1800,1,2,0,3,1,Gd,7,1,Attchd,2002.0,Fin,3,765,Y,270,78,0,WD,Normal,312500
701,20,RL,80.0,9600,Reg,Lvl,Inside,Gtl,NWAmes,1Fam,1Story,7,5,1969,1969,Hip,HdBoard,HdBoard,168.0,TA,TA,CBlock,TA,No,Unf,0,Unf,1164,1164,TA,Y,SBrkr,1164,0,1164,0,1,1,3,1,TA,6,0,Attchd,1969.0,Unf,2,528,Y,0,0,0,Other,Normal,140000
702,60,RL,82.0,12438,IR1,Lvl,Inside,Gtl,StoneBr,1Fam,2Story,8,5,2006,2006,Hip,VinylSd,VinylSd,466.0,Ex,TA,PConc,Ex,No,Unf,0,Unf,1234,1234,Ex,Y,SBrkr,1264,1312,2576,0,2,1,4,1,Ex,10,1,BuiltIn,2006.0,Fin,3,666,Y,324,100,0,New,Partial,361919
703,190,RM,76.0,7630,Reg,Lvl,Inside,Gtl,OldTown,2fmCon,2Story,5,9,1900,1996,Gable,Wd Sdng,Wd Sdng,0.0,TA,Gd,BrkTil,Gd,No,Unf,0,Unf,360,360,Gd,Y,SBrkr,1032,780,1812,0,2,0,4,2,Gd,8,1,Detchd,1999.0,Unf,2,672,N,344,0,40,WD,Normal,140000
704,20,RL,70.0,8400,Reg,Lvl,Inside,Gtl,CollgCr,1Fam,1Story,7,5,2004,2005,Gable,VinylSd,VinylSd,109.0,Gd,TA,PConc,Gd,Av,GLQ,712,Unf,761,1473,Ex,Y,SBrkr,1484,0,1484,1,2,0,3,1,Gd,7,0,Attchd,2004.0,RFn,2,606,Y,0,35,0,WD,Normal,213000
